Brand,Car Age,Price,Body,Mileage,EngineV,Engine Type,Model
BMW,16,11700.0,sedan,270,3.0,Diesel,530
Mercedes-Benz,3,62999.0,crossover,0,2.2,Diesel,GLC-Class
Renault,3,13321.33,crossover,0,1.5,Diesel,Sandero StepWay
BMW,3,115800.0,crossover,4,3.0,Diesel,X5 M
Mercedes-Benz,11,27300.0,crossover,185,3.0,Diesel,GL 320
Toyota,6,64000.0,crossover,128,4.5,Diesel,Land Cruiser 200
BMW,3,129222.0,sedan,2,5.0,Petrol,750
Mitsubishi,12,11900.0,crossover,129,2.5,Diesel,Pajero Sport
BMW,3,47500.0,sedan,0,2.0,Diesel,320
BMW,14,12800.0,sedan,140,2.2,Petrol,520
Mercedes-Benz,29,3900.0,sedan,375,2.0,Petrol,190
Volkswagen,5,12650.0,hatch,11,1.0,Petrol,Up
Volkswagen,19,5600.0,vagon,235,1.4,Petrol,Golf IV
Mercedes-Benz,6,19600.0,vagon,127,1.8,Diesel,B 180
Toyota,4,28900.0,sedan,15,2.5,Petrol,Camry
Volkswagen,13,10900.0,sedan,273,2.0,Petrol,Passat B6
Volkswagen,11,11500.0,sedan,169,1.8,Petrol,Passat B6
Mitsubishi,19,9950.0,crossover,275,3.5,Gas,Pajero Wagon
Mercedes-Benz,9,23800.0,sedan,195,2.2,Diesel,E-Class
Renault,7,8750.0,vagon,46,1.6,Petrol,Logan
Toyota,5,19900.0,sedan,28,1.6,Petrol,Corolla
Audi,24,6000.0,sedan,226,1.8,Petrol,A4
Volkswagen,9,12900.0,sedan,136,1.6,Diesel,Passat B6
BMW,17,8999.0,sedan,221,4.5,Petrol,745
Volkswagen,18,8700.0,van,244,2.5,Diesel,T4 (Transporter)
Toyota,6,19800.0,crossover,44,2.0,Petrol,Rav 4
Volkswagen,6,9000.0,sedan,51,1.6,Petrol,Polo
Volkswagen,6,21000.0,vagon,58,2.0,Diesel,Passat B7
Audi,21,2100.0,vagon,275,2.5,Diesel,A4
Mercedes-Benz,21,5000.0,van,400,2.3,Diesel,Vito
Toyota,11,9500.0,other,90,1.6,Other,Corolla
Volkswagen,6,34500.0,van,167,2.0,Diesel,Multivan
Toyota,11,9800.0,hatch,98,1.6,Gas,Auris
Audi,15,10399.0,sedan,293,1.8,Gas,A4
Mercedes-Benz,5,42000.0,sedan,38,2.2,Diesel,CLA 220
Audi,8,14500.0,hatch,60,1.2,Petrol,A1
Toyota,4,13621.43,sedan,0,1.3,Petrol,Corolla
BMW,19,3300.0,sedan,250,3.0,Diesel,530
Volkswagen,3,34899.14,vagon,0,2.0,Petrol,Passat B8
Mercedes-Benz,21,4500.0,van,180,2.3,Diesel,Vito
Volkswagen,23,1800.0,vagon,280,1.9,Diesel,Golf III
Mitsubishi,12,12999.0,crossover,140,2.4,Gas,Outlander XL
Volkswagen,16,8800.0,van,240,1.9,Diesel,T5 (Transporter)
Audi,12,22000.0,crossover,152,4.2,Petrol,Q7
Toyota,6,35555.0,crossover,40,3.5,Petrol,Highlander
Volkswagen,20,2600.0,sedan,330,1.9,Petrol,Passat B5
Volkswagen,5,11818.95,sedan,1,1.6,Petrol,Polo
Renault,16,8000.0,van,207,1.9,Diesel,Trafic
Audi,3,52055.25,crossover,0,2.0,Diesel,Q5
Audi,17,5300.0,other,182,2.5,Diesel,A4
Renault,15,1800.0,van,123,1.9,Diesel,Kangoo
Volkswagen,14,8500.0,van,216,1.9,Diesel,Caddy
Mercedes-Benz,6,99999.0,crossover,30,5.0,Petrol,G 500
Toyota,13,23000.0,crossover,233,4.0,Gas,Land Cruiser Prado
Audi,12,11900.0,sedan,131,2.0,Petrol,A4
Mercedes-Benz,18,6999.0,sedan,200,2.6,Gas,C-Class
Toyota,14,9999.0,sedan,345,3.0,Gas,Camry
Audi,16,8999.0,vagon,200,2.7,Petrol,A6 Allroad
Renault,11,10800.0,other,206,2.0,Diesel,Trafic
Mercedes-Benz,9,11500.0,van,200,2.2,Diesel,Vito
Mitsubishi,28,2300.0,sedan,420,1.8,Petrol,Galant
Audi,21,2000.0,vagon,310,2.5,Other,A6
Volkswagen,3,28900.0,crossover,1,2.0,Petrol,Tiguan
Mercedes-Benz,20,7700.0,sedan,285,3.0,Diesel,E-Class
Renault,3,20996.24,crossover,0,1.5,Diesel,Captur
Toyota,11,8600.0,sedan,126,1.6,Petrol,Corolla
Toyota,11,11000.0,sedan,156,1.8,Petrol,Avensis
Volkswagen,13,11200.0,sedan,260,3.2,Petrol,Passat B6
BMW,19,5000.0,sedan,270,3.0,Diesel,530
BMW,11,14900.0,vagon,221,2.0,Diesel,520
Mercedes-Benz,21,9500.0,other,280,2.9,Diesel,Sprinter 312
Volkswagen,15,7700.0,sedan,220,2.8,Petrol,Passat B5
Toyota,7,21900.0,sedan,88,2.5,Petrol,Camry
BMW,3,77500.0,crossover,1,3.0,Petrol,X6
Mercedes-Benz,15,8000.0,other,245,2.2,Diesel,Vito
Mercedes-Benz,19,2199.0,van,396,2.2,Diesel,Vito
Mercedes-Benz,8,41900.0,sedan,95,6.3,Petrol,S 63 AMG
Mercedes-Benz,8,20300.0,sedan,198,1.8,Gas,E-Class
Toyota,11,14300.0,sedan,71,2.4,Petrol,Camry
Mercedes-Benz,6,83000.0,crossover,70,3.0,Diesel,GL 350
BMW,21,6500.0,sedan,311,2.0,Gas,520
Mercedes-Benz,15,8500.0,van,281,2.2,Diesel,Vito
Renault,9,5400.0,vagon,181,1.5,Diesel,Megane
Toyota,15,16800.0,crossover,238,4.0,Gas,Land Cruiser Prado
Toyota,7,22900.0,crossover,34,2.0,Petrol,Rav 4
Mercedes-Benz,12,21300.0,crossover,143,3.2,Diesel,ML 320
BMW,11,16999.0,other,90,2.5,Petrol,325
Volkswagen,8,15700.0,sedan,110,1.8,Petrol,Passat B7
Mercedes-Benz,19,5300.0,van,244,2.2,Diesel,Vito
Mercedes-Benz,15,16500.0,sedan,280,3.7,Petrol,S 350
BMW,18,8999.0,sedan,250,1.9,Petrol,316
Toyota,6,14850.0,hatch,51,1.6,Petrol,Auris
BMW,8,24100.0,vagon,112,3.0,Petrol,X1
BMW,3,66500.0,crossover,1,2.0,Diesel,X5
BMW,12,24500.0,crossover,195,4.8,Petrol,X5
Toyota,11,23499.0,crossover,174,4.0,Gas,Land Cruiser Prado
Volkswagen,10,14500.0,vagon,229,2.0,Diesel,Passat B6
Renault,3,13300.95,vagon,0,1.5,Diesel,Logan
BMW,17,8500.0,sedan,245,2.2,Petrol,523
Mercedes-Benz,7,21500.0,sedan,146,1.8,Gas,E-Class
Volkswagen,14,10000.0,sedan,174,2.0,Petrol,Passat B6
Mercedes-Benz,28,4500.0,other,356,2.3,Petrol,230
Volkswagen,8,21900.0,van,166,2.0,Diesel,T6 (Transporter)
Mercedes-Benz,3,102800.0,van,0,2.2,Diesel,V 250
Renault,5,7750.0,van,70,1.5,Diesel,Kangoo
Volkswagen,9,9750.0,van,253,1.9,Diesel,Caddy
Renault,16,3100.0,vagon,150,1.9,Diesel,Laguna
BMW,25,1900.0,sedan,200,1.8,Gas,318
BMW,14,14300.0,sedan,217,3.0,Diesel,530
Renault,16,4300.0,van,1,1.5,Diesel,Kangoo
Audi,6,17000.0,crossover,127,3.0,Diesel,Q7
Toyota,10,17999.0,crossover,35,2.0,Petrol,Rav 4
Mercedes-Benz,3,99000.0,crossover,0,3.0,Diesel,GLS 350
Audi,18,3100.0,hatch,114,1.6,Petrol,A3
Mitsubishi,12,6999.0,sedan,113,1.5,Petrol,Lancer X
Toyota,11,13900.0,sedan,102,3.5,Gas,Camry
Mercedes-Benz,5,68500.0,crossover,68,3.0,Diesel,GL 350
Mercedes-Benz,9,11800.0,van,148,2.2,Diesel,Vito
Mercedes-Benz,4,115555.0,crossover,39,3.0,Diesel,G 350
Audi,10,21000.0,sedan,210,4.2,Petrol,A8
Mercedes-Benz,18,3150.0,vagon,220,1.7,Other,A 170
Audi,20,1950.0,vagon,300,1.8,Petrol,A4
Mitsubishi,12,12500.0,crossover,120,2.5,Diesel,Pajero Sport
Volkswagen,18,3100.0,sedan,232,1.9,Diesel,Passat B5
Toyota,17,19800.0,crossover,252,4.2,Diesel,Land Cruiser 100
Audi,16,4200.0,sedan,236,2.5,Diesel,A6
Audi,19,2100.0,vagon,230,1.9,Diesel,A4
BMW,7,32500.0,vagon,162,3.0,Diesel,530
Audi,12,15500.0,vagon,180,2.0,Diesel,A6
Mercedes-Benz,16,11500.0,sedan,224,2.6,Gas,E-Class
Audi,31,3000.0,sedan,265,1.8,Petrol,80
BMW,22,4550.0,sedan,200,2.8,Petrol,528
BMW,14,18777.0,sedan,134,4.4,Petrol,545
Audi,12,19700.0,crossover,172,3.6,Petrol,Q7
Renault,8,10950.0,vagon,180,1.5,Diesel,Megane
Volkswagen,9,9600.0,other,128,1.9,Diesel,Caddy
Renault,9,6700.0,hatch,96,1.4,Petrol,Sandero
BMW,9,23500.0,crossover,74,2.0,Petrol,X1
Volkswagen,9,9000.0,sedan,59,2.0,Petrol,Passat B6
Volkswagen,5,38764.0,sedan,0,2.0,Diesel,Passat CC
Volkswagen,20,5500.0,van,380,2.4,Diesel,T4 (Transporter) 
Mercedes-Benz,15,11800.0,sedan,150,2.2,Diesel,E-Class
Toyota,5,52500.0,crossover,43,3.0,Other,Land Cruiser Prado
Audi,6,31500.0,sedan,80,2.0,Petrol,A6
Volkswagen,8,22800.0,other,161,2.0,Diesel,Amarok
BMW,13,21000.0,other,130,2.5,Petrol,325
Mercedes-Benz,22,9200.0,sedan,172,2.8,Petrol,E-Class
Mercedes-Benz,18,9900.0,sedan,320,2.7,Diesel,E-Class
Volkswagen,31,1500.0,sedan,265,1.8,Petrol,Jetta
BMW,31,2850.0,sedan,386,5.0,Gas,750
Volkswagen,7,19999.0,other,48,2.0,Diesel,Eos
Volkswagen,9,11250.0,other,159,1.4,Petrol,Golf VI
Mitsubishi,3,46000.0,crossover,0,2.4,Diesel,Pajero Sport
Volkswagen,6,18300.0,van,1,2.2,Diesel,T5 (Transporter) 
BMW,3,42900.0,sedan,2,2.0,Petrol,520
BMW,13,18400.0,crossover,256,3.0,Diesel,X5
BMW,12,12900.0,sedan,121,2.0,Petrol,318
Toyota,11,37600.0,crossover,126,4.7,Petrol,Land Cruiser 200
BMW,3,46000.0,sedan,5,2.0,Petrol,520
BMW,21,6500.0,vagon,377,2.0,Gas,520
Volkswagen,6,55555.0,van,53,2.0,Diesel,Multivan
Mitsubishi,12,6900.0,sedan,190,1.6,Gas,Lancer
Mercedes-Benz,4,104000.0,crossover,16,5.5,Petrol,ML 63 AMG
Mitsubishi,16,5200.0,van,200,1.6,Petrol,Space Star
Mitsubishi,12,8400.0,sedan,147,2.0,Petrol,Lancer
Volkswagen,27,1450.0,hatch,200,1.8,Gas,Golf III
Volkswagen,6,13700.0,other,103,2.0,Diesel,T5 (Transporter) 
Toyota,5,18950.0,sedan,45,1.8,Petrol,Avensis
Mercedes-Benz,7,13000.0,other,247,2.2,Diesel,Sprinter 313
Mitsubishi,6,19800.0,crossover,67,2.0,Gas,Outlander
Mercedes-Benz,7,22500.0,sedan,213,2.2,Diesel,E-Class
BMW,15,19500.0,sedan,190,6.0,Petrol,760
Mercedes-Benz,15,6100.0,sedan,300,3.2,Diesel,E-Class
Volkswagen,7,19000.0,sedan,109,1.8,Petrol,Passat B7
Mercedes-Benz,19,3799.0,van,350,2.2,Diesel,Vito
BMW,18,8900.0,sedan,250,2.5,Diesel,525
Volkswagen,15,8000.0,van,350,1.9,Diesel,T5 (Transporter)
BMW,19,4500.0,sedan,300,3.0,Diesel,330
Volkswagen,31,2600.0,van,10,2.4,Diesel,LT
BMW,17,4300.0,sedan,240,2.5,Diesel,525
Mercedes-Benz,5,82555.0,crossover,69,3.0,Diesel,GL 350
Renault,11,10000.0,other,214,2.5,Diesel,Master
Audi,5,56000.0,crossover,44,3.0,Diesel,Q7
BMW,12,21700.0,sedan,259,3.0,Diesel,730
BMW,4,89999.0,crossover,17,4.4,Petrol,X6 M
Mitsubishi,9,9200.0,sedan,92,2.0,Petrol,Lancer X
Audi,10,21700.0,sedan,167,3.0,Petrol,A6
Mercedes-Benz,10,27300.0,crossover,149,5.46,Petrol,ML 550
Volkswagen,10,15200.0,van,132,2.5,Diesel,T5 (Transporter)
Volkswagen,6,9800.0,van,86,1.2,Petrol,Caddy
Mercedes-Benz,13,14500.0,vagon,178,3.0,Diesel,E-Class
Renault,11,7800.0,vagon,120,1.5,Diesel,Megane
Mercedes-Benz,13,15250.0,sedan,210,2.2,Diesel,E-Class
Audi,14,13500.0,sedan,196,2.4,Petrol,A6
Audi,12,23333.0,other,150,4.2,Petrol,Q7
Mercedes-Benz,11,18800.0,other,90,1.8,Petrol,CLC 180
Mitsubishi,14,6700.0,sedan,193,1.6,Petrol,Lancer
Toyota,16,8200.0,crossover,212,2.0,Gas,Rav 4
Volkswagen,21,1650.0,sedan,210,1.8,Petrol,Passat B4
Audi,6,49500.0,crossover,44,3.0,Diesel,Q7
Volkswagen,6,22900.0,sedan,48,2.0,Petrol,Jetta
Volkswagen,11,10300.0,hatch,110,1.9,Diesel,Caddy
Toyota,12,12500.0,sedan,175,2.4,Petrol,Camry
Mitsubishi,15,6800.0,sedan,170,1.6,Petrol,Lancer
BMW,4,33500.0,sedan,1,1.5,Petrol,318
Toyota,3,20711.25,vagon,0,1.6,Petrol,Auris
Volkswagen,24,1499.0,sedan,220,2.0,Gas,Passat B4
Volkswagen,7,18900.0,hatch,56,2.0,Petrol,Golf GTI
BMW,3,67500.0,crossover,1,2.0,Diesel,X5
BMW,4,52000.0,crossover,7,2.0,Diesel,X1
Volkswagen,9,17777.0,van,250,2.0,Diesel,T5 (Transporter)
Toyota,10,33333.0,vagon,73,4.0,Gas,FJ Cruiser
Audi,4,88888.0,crossover,0,3.0,Diesel,Q7
Renault,15,7450.0,other,208,1.9,Other,Trafic
Mercedes-Benz,9,31990.0,crossover,95,4.7,Petrol,GL 450
BMW,15,14200.0,sedan,263,3.0,Petrol,530
Renault,14,6300.0,vagon,202,1.5,Diesel,Scenic
Renault,15,4350.0,van,188,1.5,Diesel,Kangoo
Renault,7,11100.0,vagon,155,1.5,Diesel,Megane
Volkswagen,24,6300.0,vagon,132,2.8,Gas,Passat B4
Renault,14,3300.0,van,256,1.5,Diesel,Kangoo
Mercedes-Benz,19,7450.0,sedan,300,2.0,Gas,C-Class
Mitsubishi,22,1850.0,sedan,145,1.6,Petrol,Carisma
Mercedes-Benz,14,14000.0,other,360,2.2,Diesel,Sprinter 313
Renault,7,12850.0,other,226,2.3,Diesel,Master
Toyota,5,18300.0,hatch,30,1.6,Petrol,Auris
Volkswagen,7,14700.0,sedan,97,1.4,Gas,Passat B7
Volkswagen,17,3000.0,sedan,250,2.8,Gas,Passat B5
Mercedes-Benz,16,12999.0,sedan,247,4.0,Diesel,S 400
Mercedes-Benz,8,11850.0,van,177,2.2,Diesel,Vito
Volkswagen,6,19500.0,sedan,128,1.8,Petrol,Passat B7
Mercedes-Benz,9,20200.0,sedan,69,2.0,Petrol,E-Class
Volkswagen,13,12000.0,sedan,186,3.2,Petrol,Passat B6
Mercedes-Benz,7,17800.0,van,162,1.8,Diesel,B 180
Toyota,14,16800.0,crossover,154,2.7,Petrol,Land Cruiser Prado
Mercedes-Benz,13,10600.0,van,250,2.2,Diesel,Sprinter 313
Mercedes-Benz,3,114999.0,crossover,0,3.0,Diesel,GLS 350
Renault,16,4700.0,hatch,124,1.5,Diesel,Kangoo
Mercedes-Benz,17,20000.0,crossover,251,5.0,Gas,ML 500
Mercedes-Benz,3,104999.0,crossover,1,3.0,Diesel,GLE-Class
Mercedes-Benz,17,9000.0,sedan,198,4.0,Diesel,S 400
BMW,9,36300.0,crossover,83,3.5,Petrol,X6
Toyota,8,19400.0,crossover,88,2.0,Petrol,Rav 4
Mercedes-Benz,18,7700.0,sedan,230,2.0,Petrol,C-Class
Mitsubishi,8,17500.0,other,69,2.5,Diesel,L 200
BMW,7,31000.0,sedan,100,2.0,Petrol,520
Toyota,4,33715.5,crossover,1,2.7,Petrol,Land Cruiser Prado
BMW,16,13500.0,sedan,233,3.0,Diesel,530
Renault,12,4900.0,van,150,2.0,Diesel,Trafic
Mercedes-Benz,17,7700.0,sedan,340,2.2,Diesel,Vito
Renault,7,10900.0,vagon,175,1.5,Diesel,Megane
BMW,20,2200.0,sedan,303,2.5,Diesel,525
BMW,15,7200.0,sedan,270,3.0,Diesel,530
Toyota,11,9150.0,hatch,87,1.6,Petrol,Auris
BMW,30,5900.0,sedan,10,2.8,Petrol,328
Mitsubishi,18,4800.0,hatch,206,1.6,Gas,Carisma
Volkswagen,23,1500.0,vagon,200,1.8,Gas,Passat B4
Volkswagen,8,9500.0,hatch,62,1.2,Diesel,Polo
Mercedes-Benz,22,3500.0,van,395,2.3,Diesel,Vito
Volkswagen,23,3650.0,sedan,300,1.8,Petrol,Vento
Mercedes-Benz,6,63000.0,crossover,160,3.0,Diesel,GL 350
Volkswagen,11,6600.0,van,240,1.9,Diesel,Caddy
Toyota,12,10200.0,sedan,185,1.8,Petrol,Avensis
Volkswagen,6,19995.0,hatch,68,1.4,Petrol,Scirocco
Mitsubishi,8,9800.0,sedan,56,1.5,Petrol,Lancer X
Mercedes-Benz,15,11200.0,sedan,198,6.0,Petrol,S 600
Volkswagen,13,18000.0,crossover,117,2.5,Diesel,Touareg
Mitsubishi,3,28500.0,crossover,0,2.0,Petrol,Outlander
Mitsubishi,10,9800.0,sedan,81,2.0,Petrol,Lancer X
Audi,16,3900.0,sedan,247,2.5,Diesel,A6
Mitsubishi,3,22711.65,crossover,1,2.0,Petrol,Outlander
BMW,21,6500.0,sedan,298,2.5,Petrol,523
Volkswagen,20,4999.0,hatch,300,1.9,Diesel,Golf IV
Renault,8,9100.0,vagon,176,1.5,Diesel,Scenic
Mercedes-Benz,16,11000.0,sedan,319,2.2,Diesel,220
Volkswagen,12,7200.0,hatch,159,1.6,Petrol,Golf V
Mercedes-Benz,12,10900.0,van,191,2.2,Diesel,Vito
Volkswagen,8,35000.0,sedan,74,4.2,Gas,Phaeton
Mitsubishi,10,11500.0,sedan,134,2.4,Petrol,Galant
Mercedes-Benz,12,9999.0,van,154,2.2,Diesel,Vito
Renault,15,4400.0,other,220,1.5,Diesel,Kangoo
Mitsubishi,22,4000.0,hatch,367,1.6,Gas,Carisma
Audi,8,29999.0,other,90,3.0,Petrol,A5
Volkswagen,7,14800.0,van,65,1.6,Diesel,Caddy
Mitsubishi,5,5500.0,crossover,30,2.5,Diesel,Pajero Sport
BMW,3,39333.0,sedan,6,2.0,Petrol,520
Mitsubishi,13,17000.0,crossover,215,3.8,Petrol,Pajero Wagon
Toyota,6,20900.0,sedan,18,2.5,Other,Camry
BMW,15,15000.0,sedan,137,2.2,Petrol,520
Volkswagen,20,1850.0,other,200,1.6,Petrol,Golf IV
Renault,7,6900.0,hatch,47,1.4,Petrol,Sandero
Volkswagen,12,11990.0,sedan,245,2.0,Diesel,Passat B6
Mercedes-Benz,8,41000.0,van,55,3.0,Diesel,Viano
BMW,3,42000.0,sedan,5,2.0,Petrol,520
Renault,7,7700.0,van,128,1.5,Diesel,Kangoo
Volkswagen,17,7750.0,van,265,1.9,Diesel,T4 (Transporter)
Toyota,11,10100.0,other,83,1.6,Other,Corolla
Renault,10,7500.0,van,128,1.5,Diesel,Kangoo
BMW,17,2700.0,sedan,220,2.5,Petrol,525
Mercedes-Benz,12,74900.0,other,32,6.3,Petrol,CL 63 AMG
Renault,22,800.0,van,200,1.9,Diesel,Scenic
Mitsubishi,11,17900.0,crossover,89,3.8,Gas,Pajero Wagon
Audi,9,29000.0,vagon,213,3.0,Diesel,A6 Allroad
BMW,15,17100.0,crossover,188,3.0,Diesel,X5
Mercedes-Benz,28,1600.0,sedan,338,3.0,Diesel,E-Class
Mercedes-Benz,18,11777.0,other,300,4.3,Gas,S 430
BMW,18,6699.0,sedan,299,2.2,Petrol,523
BMW,18,3900.0,vagon,240,3.0,Diesel,530
Volkswagen,16,6500.0,sedan,212,1.6,Petrol,Bora
BMW,7,51500.0,hatch,77,3.0,Petrol,535
Renault,15,6500.0,vagon,186,1.5,Diesel,Megane
BMW,17,10800.0,other,191,2.2,Petrol,320
Audi,19,2450.0,vagon,240,2.5,Diesel,A4
Toyota,4,28800.0,crossover,29,2.2,Diesel,Rav 4
Volkswagen,15,6900.0,crossover,258,2.5,Diesel,Touareg
Volkswagen,7,12700.0,van,75,1.2,Petrol,Caddy
Toyota,8,7900.0,hatch,56,1.0,Gas,Aygo
BMW,8,18000.0,sedan,180,2.0,Other,520
BMW,18,8899.0,sedan,170,2.2,Petrol,520
Mercedes-Benz,3,57000.0,other,0,1.6,Petrol,C-Class
Audi,15,10900.0,sedan,199,3.0,Petrol,A8
Toyota,7,42500.0,crossover,50,3.0,Diesel,Land Cruiser Prado
BMW,7,51900.0,crossover,106,3.0,Diesel,X6
Renault,18,3300.0,van,345,1.9,Diesel,Kangoo
Mercedes-Benz,13,16555.0,sedan,159,3.5,Gas,CLS 350
Mercedes-Benz,17,7000.0,van,197,2.2,Diesel,Vito
Mercedes-Benz,16,9300.0,sedan,342,2.6,Petrol,E-Class
Audi,12,11500.0,sedan,85,1.8,Petrol,A4
Toyota,3,16672.5,hatch,1,1.6,Petrol,Auris
Volkswagen,7,37990.0,crossover,140,3.0,Diesel,Touareg
Mercedes-Benz,18,2400.0,sedan,1,2.0,Petrol,C-Class
Renault,7,7150.0,van,142,1.5,Diesel,Kangoo
Toyota,16,5000.0,crossover,289,2.0,Diesel,Rav 4
Mercedes-Benz,12,7700.0,sedan,390,3.0,Diesel,E-Class
Mercedes-Benz,11,28500.0,crossover,190,3.2,Diesel,ML 320
Toyota,6,61000.0,crossover,100,4.5,Diesel,Land Cruiser 200
Toyota,11,14700.0,vagon,98,2.0,Gas,Rav 4
Volkswagen,10,21900.0,sedan,107,3.0,Diesel,Phaeton
Audi,6,53700.0,crossover,67,3.0,Petrol,A6 Allroad
Volkswagen,11,19200.0,crossover,155,2.5,Diesel,Touareg
Audi,10,18700.0,sedan,136,2.0,Diesel,A6
Audi,15,9600.0,vagon,230,2.5,Diesel,A6
Volkswagen,21,10500.0,van,312,2.5,Diesel,Multivan
BMW,5,77777.0,sedan,8,4.4,Petrol,750
Volkswagen,12,18200.0,crossover,179,2.5,Diesel,Touareg
Audi,7,52000.0,other,124,3.0,Diesel,A8
BMW,12,13700.0,sedan,122,2.0,Petrol,318
BMW,13,15000.0,vagon,245,3.0,Gas,530
Mitsubishi,13,6400.0,sedan,127,1.6,Petrol,Lancer
Toyota,8,54000.0,crossover,147,4.5,Diesel,Land Cruiser 200
Toyota,5,23700.0,sedan,100,2.5,Gas,Camry
Volkswagen,7,13950.0,hatch,104,1.2,Petrol,Golf Plus
Toyota,11,23200.0,crossover,160,4.0,Petrol,Land Cruiser Prado
Audi,4,89999.0,crossover,0,3.0,Diesel,Q7
BMW,12,21700.0,crossover,125,3.0,Petrol,X5
Toyota,26,16500.0,crossover,328,4.2,Diesel,Land Cruiser 80
BMW,9,15000.0,crossover,85,4.8,Petrol,X5
Mercedes-Benz,6,61500.0,crossover,16,3.0,Diesel,ML 350
BMW,16,1700.0,sedan,200,2.0,Diesel,320
BMW,18,8500.0,sedan,352,2.17,Petrol,520
Toyota,16,9999.0,sedan,250,2.4,Petrol,Camry
Audi,20,3300.0,vagon,300,2.5,Diesel,A6
Volkswagen,7,19900.0,other,112,2.0,Petrol,Passat CC
Renault,8,11300.0,vagon,160,1.5,Diesel,Laguna
Toyota,11,14900.0,sedan,149,3.5,Gas,Camry
Toyota,10,39000.0,crossover,88,4.5,Diesel,Land Cruiser 200
Mercedes-Benz,9,69900.0,sedan,76,6.0,Petrol,S 500
BMW,4,72900.0,crossover,16,3.0,Diesel,X6
Renault,8,10500.0,vagon,185,1.5,Diesel,Megane
Renault,6,13900.0,vagon,89,1.5,Diesel,Megane
Renault,6,6800.0,van,131,1.5,Diesel,Kangoo
Mercedes-Benz,15,8500.0,van,270,2.2,Diesel,Vito
Volkswagen,10,7600.0,van,158,2.0,Diesel,Caddy
Toyota,6,30950.0,other,45,4.6,Petrol,Tundra
Audi,26,3990.0,sedan,413,2.6,Gas,100
Audi,7,68500.0,sedan,44,6.3,Petrol,A8
Audi,6,33500.0,sedan,42,2.0,Petrol,A5
BMW,19,11500.0,sedan,193,4.4,Petrol,740
Toyota,12,24999.0,crossover,153,4.0,Petrol,Land Cruiser Prado
Audi,20,1850.0,sedan,250,2.5,Diesel,A4
Mercedes-Benz,6,29500.0,crossover,55,2.2,Diesel,ML 250
Mercedes-Benz,7,57000.0,sedan,43,4.7,Petrol,CLS 500
Audi,9,30900.0,hatch,195,3.0,Diesel,A5
Toyota,19,7000.0,crossover,150,2.0,Petrol,Rav 4
Volkswagen,6,8950.0,van,170,1.6,Diesel,Caddy
Mitsubishi,12,2500.0,crossover,1,2.5,Diesel,L 200
Renault,7,8350.0,other,141,1.5,Other,Megane
BMW,16,11400.0,sedan,206,3.0,Petrol,530
Volkswagen,19,2600.0,sedan,280,2.5,Diesel,Passat B5
Mercedes-Benz,19,7450.0,sedan,219,2.0,Petrol,C-Class
Audi,17,9499.0,sedan,255,2.5,Diesel,A6
Toyota,11,14900.0,sedan,106,2.4,Petrol,Camry
Volkswagen,12,8200.0,van,265,2.5,Diesel,Caravelle
Mercedes-Benz,15,12500.0,sedan,208,3.2,Diesel,S 320
Toyota,11,14500.0,sedan,127,2.4,Gas,Camry
BMW,7,41000.0,crossover,80,3.0,Petrol,X6
Volkswagen,8,12000.0,sedan,73,1.6,Gas,Polo
Mercedes-Benz,14,5600.0,sedan,230,2.7,Diesel,E-Class
Mercedes-Benz,15,5200.0,other,220,3.2,Petrol,CLK 320
Mitsubishi,11,9200.0,sedan,48,1.5,Petrol,Lancer X
Toyota,11,25999.0,other,108,4.0,Petrol,Land Cruiser Prado
BMW,24,6300.0,sedan,241,2.8,Gas,328
Mercedes-Benz,4,116500.0,sedan,25,3.0,Diesel,S 350
BMW,11,15500.0,sedan,216,2.0,Diesel,320
Toyota,15,17500.0,crossover,168,4.0,Gas,Land Cruiser Prado
Volkswagen,13,9999.0,sedan,182,1.6,Petrol,Jetta
BMW,8,34600.0,crossover,163,5.0,Petrol,X5 M
Mercedes-Benz,13,20500.0,sedan,222,5.5,Petrol,S 500
Renault,7,10900.0,van,138,2.0,Diesel,Trafic
Volkswagen,15,7800.0,hatch,230,1.6,Petrol,Golf V
Audi,16,3900.0,vagon,232,2.5,Diesel,A6
Toyota,11,15500.0,crossover,120,2.0,Petrol,Rav 4
Audi,6,48000.0,crossover,126,3.0,Diesel,Q7
Mercedes-Benz,8,12800.0,van,193,2.2,Other,Vito
Toyota,19,14900.0,crossover,288,4.7,Gas,Land Cruiser 100
Mercedes-Benz,18,1990.0,hatch,230,1.7,Other,A 170
Mitsubishi,11,9800.0,sedan,148,2.0,Gas,Lancer X
Mercedes-Benz,20,8700.0,sedan,290,2.7,Diesel,E-Class
Renault,18,3450.0,van,196,1.9,Diesel,Kangoo
Mercedes-Benz,7,22000.0,van,236,2.2,Diesel,Sprinter 313
Mercedes-Benz,23,6500.0,other,315,2.0,Petrol,E-Class
Mitsubishi,11,12999.0,crossover,111,3.0,Gas,Outlander XL
Volkswagen,3,21500.0,sedan,2,1.6,Diesel,Jetta
BMW,22,2750.0,vagon,254,2.8,Gas,528
Mitsubishi,11,23000.0,crossover,125,3.0,Gas,Pajero Wagon
BMW,19,8200.0,sedan,368,3.0,Diesel,730
BMW,11,32900.0,crossover,90,3.0,Petrol,X6
Toyota,9,22000.0,sedan,73,3.5,Petrol,Camry
Mitsubishi,29,2800.0,other,290,2.0,Petrol,Galant
